SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,source,target
Bachelors,Architecture and engineering,317,92000,0.0677691296,0.0028232227,Major: Industrial and manufacturing engineering,Occ: Computer and mathematical
Bachelors,Architecture and engineering,55,56000,0.0111196694,0.000463239,Major: Industrial and manufacturing engineering,Occ: Construction and extraction
Bachelors,Architecture and engineering,85,50000,0.016813553,0.0007004429,Major: Industrial and manufacturing engineering,"Occ: Education, training, and library"
Bachelors,Architecture and engineering,64,58000,0.0151411343,0.0006307709,Major: Industrial and manufacturing engineering,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,1463,102000,0.3033929248,0.0126391734,Major: Industrial and manufacturing engineering,Occ: Management
Bachelors,Architecture and engineering,236,56000,0.0517322087,0.0021551338,Major: Industrial and manufacturing engineering,Occ: Office and administrative support
Bachelors,Architecture and engineering,208,65000,0.0436169353,0.0018170562,Major: Industrial and manufacturing engineering,Occ: Production
Bachelors,Architecture and engineering,410,87000,0.0884637153,0.0036853471,Major: Industrial and manufacturing engineering,Occ: Sales and related
Bachelors,Architecture and engineering,73,55000,0.0163475737,0.0006810304,Major: Industrial and manufacturing engineering,Occ: Transportation and material moving
Bachelors,Psychology and social work,92,77000,0.187522023,0.0016599138,Major: Industrial and organizational psychology,Occ: Business and financial operations
Bachelors,Psychology and social work,126,79000,0.2748264069,0.0024327177,Major: Industrial and organizational psychology,Occ: Management
Bachelors,Psychology and social work,77,44000,0.1541506892,0.0013645163,Major: Industrial and organizational psychology,Occ: Office and administrative support
Bachelors,Psychology and social work,58,55000,0.131619857,0.0011650771,Major: Industrial and organizational psychology,Occ: Sales and related
Bachelors,Architecture and engineering,603,75000,0.1905500906,0.0047562216,Major: Industrial production technologies,Occ: Architecture and engineering
Bachelors,Architecture and engineering,156,72000,0.0538371391,0.0013438008,Major: Industrial production technologies,Occ: Business and financial operations
Bachelors,Architecture and engineering,167,82000,0.0686388011,0.0017132574,Major: Industrial production technologies,Occ: Computer and mathematical
Bachelors,Architecture and engineering,84,61000,0.0265954047,0.000663834,Major: Industrial production technologies,Occ: Construction and extraction
Bachelors,Architecture and engineering,65,55000,0.0251322845,0.0006273139,Major: Industrial production technologies,"Occ: Education, training, and library"
Bachelors,Architecture and engineering,120,66000,0.0393692958,0.0009826765,Major: Industrial production technologies,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,735,97000,0.2556731418,0.0063817242,Major: Industrial production technologies,Occ: Management
Bachelors,Architecture and engineering,159,54000,0.0556127703,0.0013881214,Major: Industrial production technologies,Occ: Office and administrative support
Bachelors,Architecture and engineering,218,68000,0.0702936894,0.0017545642,Major: Industrial production technologies,Occ: Production
Bachelors,Architecture and engineering,289,81000,0.1112788096,0.0027775724,Major: Industrial production technologies,Occ: Sales and related
Bachelors,Architecture and engineering,72,78000,0.025043503,0.0006250978,Major: Industrial production technologies,Occ: Transportation and material moving
Bachelors,"Computers, statistics, and mathematics",108,78000,0.0308087835,0.0014700782,Major: Information sciences,Occ: Architecture and engineering
Bachelors,"Computers, statistics, and mathematics",59,50000,0.0186603681,0.0008904019,Major: Information sciences,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,"Computers, statistics, and mathematics",303,71000,0.0810820104,0.0038689258,Major: Information sciences,Occ: Business and financial operations
Bachelors,"Computers, statistics, and mathematics",1633,79000,0.4529192698,0.0216115884,Major: Information sciences,Occ: Computer and mathematical
Bachelors,"Computers, statistics, and mathematics",61,43000,0.0159280987,0.0007600284,Major: Information sciences,"Occ: Education, training, and library"
Bachelors,"Computers, statistics, and mathematics",83,54000,0.0261430302,0.0012474462,Major: Information sciences,"Occ: Installation, maintenance and repair"
Bachelors,"Computers, statistics, and mathematics",689,94000,0.1833873792,0.0087505496,Major: Information sciences,Occ: Management
Bachelors,"Computers, statistics, and mathematics",241,49000,0.0645931749,0.0030821411,Major: Information sciences,Occ: Office and administrative support
Bachelors,"Computers, statistics, and mathematics",180,68000,0.0540343954,0.0025783162,Major: Information sciences,Occ: Sales and related
Bachelors,Humanities and liberal arts,69,58000,0.039776979,0.0007278596,Major: Intercultural and international studies,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Humanities and liberal arts,219,60000,0.1336285683,0.0024452043,Major: Intercultural and international studies,Occ: Business and financial operations
Bachelors,Humanities and liberal arts,54,35000,0.0342934603,0.0006275194,Major: Intercultural and international studies,Occ: Community and social service
Bachelors,Humanities and liberal arts,85,80000,0.0527620006,0.0009654662,Major: Intercultural and international studies,Occ: Computer and mathematical
Bachelors,Humanities and liberal arts,101,44000,0.0594293215,0.0010874683,Major: Intercultural and international studies,"Occ: Education, training, and library"
Bachelors,Humanities and liberal arts,339,68000,0.2063741305,0.00377634,Major: Intercultural and international studies,Occ: Management
Bachelors,Humanities and liberal arts,236,38000,0.1499257824,0.0027434191,Major: Intercultural and international studies,Occ: Office and administrative support
Bachelors,Humanities and liberal arts,196,54000,0.1282309212,0.0023464354,Major: Intercultural and international studies,Occ: Sales and related
Bachelors,Social sciences,151,55000,0.0984073837,0.0019682547,Major: Interdisciplinary social sciences,Occ: Business and financial operations
Bachelors,Social sciences,250,38000,0.151718644,0.0030345379,Major: Interdisciplinary social sciences,Occ: Community and social service
Bachelors,Social sciences,55,71000,0.0354122194,0.0007082829,Major: Interdisciplinary social sciences,Occ: Computer and mathematical
Bachelors,Social sciences,119,40000,0.0720691565,0.0014414615,Major: Interdisciplinary social sciences,"Occ: Education, training, and library"
Bachelors,Social sciences,90,51000,0.0611218641,0.0012225038,Major: Interdisciplinary social sciences,Occ: Healthcare practitioners and technical
Bachelors,Social sciences,255,64000,0.1573260974,0.0031466931,Major: Interdisciplinary social sciences,Occ: Management
Bachelors,Social sciences,245,41000,0.140522408,0.002810601,Major: Interdisciplinary social sciences,Occ: Office and administrative support
Bachelors,Social sciences,96,65000,0.0621798742,0.0012436651,Major: Interdisciplinary social sciences,Occ: Protective service
Bachelors,Social sciences,134,55000,0.0796059224,0.0015922051,Major: Interdisciplinary social sciences,Occ: Sales and related
Bachelors,Business,603,60000,0.1854249039,0.0018806486,Major: International business,Occ: Business and financial operations
Bachelors,Business,128,66000,0.0439125623,0.0004453776,Major: International business,Occ: Computer and mathematical
Bachelors,Business,90,49000,0.0316428758,0.0003209339,Major: International business,"Occ: Education, training, and library"
Bachelors,Business,831,75000,0.2694693214,0.0027330585,Major: International business,Occ: Management
Bachelors,Business,435,43000,0.1445621512,0.0014662033,Major: International business,Occ: Office and administrative support
Bachelors,Business,600,66000,0.1928747758,0.001956208,Major: International business,Occ: Sales and related
Bachelors,Social sciences,96,76000,0.0410662142,0.0012954482,Major: International relations,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Social sciences,371,68000,0.1603070002,0.0050569408,Major: International relations,Occ: Business and financial operations
Bachelors,Social sciences,59,44000,0.0291413464,0.000919274,Major: International relations,Occ: Community and social service
Bachelors,Social sciences,150,77000,0.0573080262,0.0018078019,Major: International relations,Occ: Computer and mathematical
Bachelors,Social sciences,98,46000,0.0402375503,0.0012693077,Major: International relations,"Occ: Education, training, and library"
Bachelors,Social sciences,55,51000,0.0276063452,0.0008708519,Major: International relations,Occ: Legal
Bachelors,Social sciences,620,83000,0.2452371557,0.0077360925,Major: International relations,Occ: Management
Bachelors,Social sciences,311,44000,0.1389314182,0.0043826406,Major: International relations,Occ: Office and administrative support
Bachelors,Social sciences,54,66000,0.0224133849,0.0007070381,Major: International relations,Occ: Protective service
Bachelors,Social sciences,283,59000,0.1325230842,0.0041804874,Major: International relations,Occ: Sales and related
Bachelors,Communications and journalism,3309,55000,0.2698073628,0.0542419386,Major: Journalism,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Communications and journalism,1094,58000,0.0887711635,0.0178465107,Major: Journalism,Occ: Business and financial operations
Bachelors,Communications and journalism,192,43000,0.0181051093,0.0036398422,Major: Journalism,Occ: Community and social service
Bachelors,Communications and journalism,438,66000,0.0364108988,0.0073200291,Major: Journalism,Occ: Computer and mathematical
Bachelors,Communications and journalism,492,44000,0.0403280806,0.0081075374,Major: Journalism,"Occ: Education, training, and library"
Bachelors,Communications and journalism,141,30000,0.0146316187,0.0029415334,Major: Journalism,Occ: Food preparation and serving related
Bachelors,Communications and journalism,179,57000,0.0151105857,0.0030378247,Major: Journalism,Occ: Healthcare practitioners and technical
Bachelors,Communications and journalism,2605,75000,0.2125171088,0.0427243343,Major: Journalism,Occ: Management
Bachelors,Communications and journalism,1268,42000,0.1061480235,0.0213399461,Major: Journalism,Occ: Office and administrative support
Bachelors,Communications and journalism,127,51000,0.0102801526,0.0020667168,Major: Journalism,Occ: Production
Bachelors,Communications and journalism,129,61000,0.0103177801,0.0020742814,Major: Journalism,Occ: Protective service
Bachelors,Communications and journalism,1523,64000,0.1264904026,0.0254295679,Major: Journalism,Occ: Sales and related
Bachelors,Education,73,48000,0.0238884021,0.0008163951,Major: Language and drama education,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Education,140,52000,0.0469691162,0.0016051871,Major: Language and drama education,Occ: Business and financial operations
Bachelors,Education,65,39000,0.0175021903,0.0005981439,Major: Language and drama education,Occ: Community and social service
Bachelors,Education,1767,44000,0.5581843445,0.0190761589,Major: Language and drama education,"Occ: Education, training, and library"
Bachelors,Education,57,51000,0.0221155952,0.0007558087,Major: Language and drama education,Occ: Healthcare practitioners and technical
Bachelors,Education,227,60000,0.0803136294,0.0027447483,Major: Language and drama education,Occ: Management
Bachelors,Education,276,39000,0.0962620469,0.0032897915,Major: Language and drama education,Occ: Office and administrative support
Bachelors,Education,152,43000,0.0490191381,0.0016752474,Major: Language and drama education,Occ: Sales and related
Bachelors,Humanities and liberal arts,177,75000,0.0104958258,0.0019501251,Major: Liberal arts,Occ: Architecture and engineering
Bachelors,Humanities and liberal arts,539,57000,0.038347368,0.0071249432,Major: Liberal arts,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Humanities and liberal arts,1341,60000,0.0897464088,0.0166748881,Major: Liberal arts,Occ: Business and financial operations
Bachelors,Humanities and liberal arts,504,41000,0.0324902442,0.0060366893,Major: Liberal arts,Occ: Community and social service
Bachelors,Humanities and liberal arts,611,75000,0.0398503099,0.0074041899,Major: Liberal arts,Occ: Computer and mathematical
Bachelors,Humanities and liberal arts,162,48000,0.0109210956,0.0020291402,Major: Liberal arts,Occ: Construction and extraction
Bachelors,Humanities and liberal arts,2019,47000,0.1278805379,0.0237602115,Major: Liberal arts,"Occ: Education, training, and library"
Bachelors,Humanities and liberal arts,225,28000,0.0193757475,0.003600015,Major: Liberal arts,Occ: Food preparation and serving related
Bachelors,Humanities and liberal arts,518,56000,0.034927088,0.006489455,Major: Liberal arts,Occ: Healthcare practitioners and technical
Bachelors,Humanities and liberal arts,188,54000,0.0119528579,0.0022208417,Major: Liberal arts,"Occ: Installation, maintenance and repair"
Bachelors,Humanities and liberal arts,178,55000,0.0124488045,0.0023129886,Major: Liberal arts,Occ: Legal
Bachelors,Humanities and liberal arts,2554,72000,0.1762199321,0.0327416738,Major: Liberal arts,Occ: Management
Bachelors,Humanities and liberal arts,2096,40000,0.1398478936,0.0259837469,Major: Liberal arts,Occ: Office and administrative support
Bachelors,Humanities and liberal arts,226,33000,0.0181168525,0.0033661123,Major: Liberal arts,Occ: Personal care and service
Bachelors,Humanities and liberal arts,330,45000,0.0221484578,0.0041151848,Major: Liberal arts,Occ: Production
Bachelors,Humanities and liberal arts,488,69000,0.0322661319,0.0059950492,Major: Liberal arts,Occ: Protective service
Bachelors,Humanities and liberal arts,1990,58000,0.1361920238,0.0253044861,Major: Liberal arts,Occ: Sales and related
Bachelors,Humanities and liberal arts,303,50000,0.0228093173,0.0042379725,Major: Liberal arts,Occ: Transportation and material moving
Bachelors,Humanities and liberal arts,100,56000,0.0709237811,0.0011635653,Major: Linguistics and comparative language and literature,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Humanities and liberal arts,140,48000,0.0930690766,0.0015268778,Major: Linguistics and comparative language and literature,Occ: Business and financial operations
Bachelors,Humanities and liberal arts,94,89000,0.0654986283,0.001074561,Major: Linguistics and comparative language and literature,Occ: Computer and mathematical
Bachelors,Humanities and liberal arts,127,43000,0.0976595905,0.0016021891,Major: Linguistics and comparative language and literature,"Occ: Education, training, and library"
Bachelors,Humanities and liberal arts,265,66000,0.1867265053,0.003063408,Major: Linguistics and comparative language and literature,Occ: Management
Bachelors,Humanities and liberal arts,193,42000,0.1462670434,0.0023996359,Major: Linguistics and comparative language and literature,Occ: Office and administrative support
Bachelors,Humanities and liberal arts,145,43000,0.1041998755,0.001709488,Major: Linguistics and comparative language and literature,Occ: Sales and related
Bachelors,Business,171,83000,0.0239220944,0.0005449921,Major: Management information systems and statistics,Occ: Architecture and engineering
Bachelors,Business,818,72000,0.1016473392,0.0023157254,Major: Management information systems and statistics,Occ: Business and financial operations
Bachelors,Business,2769,81000,0.3564805014,0.0081213237,Major: Management information systems and statistics,Occ: Computer and mathematical
Bachelors,Business,109,48000,0.0151731366,0.0003456738,Major: Management information systems and statistics,"Occ: Education, training, and library"
Bachelors,Business,116,50000,0.0153469396,0.0003496333,Major: Management information systems and statistics,"Occ: Installation, maintenance and repair"
Bachelors,Business,1901,99000,0.2510369377,0.0057191129,Major: Management information systems and statistics,Occ: Management
Bachelors,Business,603,49000,0.0781643262,0.0017807364,Major: Management information systems and statistics,Occ: Office and administrative support
Bachelors,Business,88,51000,0.012372686,0.000281874,Major: Management information systems and statistics,Occ: Production
Bachelors,Business,78,72000,0.0107653345,0.0002452554,Major: Management information systems and statistics,Occ: Protective service
Bachelors,Business,584,77000,0.0779591602,0.0017760623,Major: Management information systems and statistics,Occ: Sales and related
Bachelors,Business,736,53000,0.0220552154,0.0026508006,Major: Marketing and marketing research,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Business,5309,61000,0.1438425402,0.0172883321,Major: Marketing and marketing research,Occ: Business and financial operations
Bachelors,Business,1144,71000,0.0303475643,0.0036474521,Major: Marketing and marketing research,Occ: Computer and mathematical
Bachelors,Business,933,44000,0.024323926,0.0029234753,Major: Marketing and marketing research,"Occ: Education, training, and library"
Bachelors,Business,354,30000,0.0113482591,0.0013639392,Major: Marketing and marketing research,Occ: Food preparation and serving related
Bachelors,Business,486,59000,0.0128272929,0.0015417032,Major: Marketing and marketing research,Occ: Healthcare practitioners and technical
Bachelors,Business,9773,77000,0.261471677,0.031426094,Major: Marketing and marketing research,Occ: Management
Bachelors,Business,4514,46000,0.1204361057,0.0144751295,Major: Marketing and marketing research,Occ: Office and administrative support
Bachelors,Business,472,52000,0.0125159304,0.0015042807,Major: Marketing and marketing research,Occ: Production
Bachelors,Business,357,66000,0.0100106636,0.0012031745,Major: Marketing and marketing research,Occ: Protective service
Bachelors,Business,10742,72000,0.28716862,0.0345145913,Major: Marketing and marketing research,Occ: Sales and related
Bachelors,"Computers, statistics, and mathematics",318,87000,0.0324986033,0.0042139802,Major: Mathematics,Occ: Architecture and engineering
Bachelors,"Computers, statistics, and mathematics",110,66000,0.0102336193,0.0013269576,Major: Mathematics,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,"Computers, statistics, and mathematics",1156,74000,0.1135431449,0.0147227423,Major: Mathematics,Occ: Business and financial operations
Bachelors,"Computers, statistics, and mathematics",2566,94000,0.2503499131,0.0324619973,Major: Mathematics,Occ: Computer and mathematical
Bachelors,"Computers, statistics, and mathematics",1319,47000,0.1264991756,0.0164027055,Major: Mathematics,"Occ: Education, training, and library"
Bachelors,"Computers, statistics, and mathematics",158,60000,0.0164502948,0.0021330522,Major: Mathematics,Occ: Healthcare practitioners and technical
Bachelors,"Computers, statistics, and mathematics",1820,101000,0.1771942324,0.0229761562,Major: Mathematics,Occ: Management
Bachelors,"Computers, statistics, and mathematics",855,45000,0.0838000463,0.0108660588,Major: Mathematics,Occ: Office and administrative support
Bachelors,"Computers, statistics, and mathematics",188,50000,0.0218824642,0.0028374226,Major: Mathematics,Occ: Production
Bachelors,"Computers, statistics, and mathematics",115,63000,0.0117286582,0.0015208141,Major: Mathematics,Occ: Protective service
Bachelors,"Computers, statistics, and mathematics",759,69000,0.0814426347,0.0105603815,Major: Mathematics,Occ: Sales and related
Bachelors,"Computers, statistics, and mathematics",162,50000,0.0173467342,0.0022492903,Major: Mathematics,Occ: Transportation and material moving
Bachelors,Education,75,53000,0.0605875288,0.0009617789,Major: Mathematics teacher education,Occ: Business and financial operations
Bachelors,Education,50,80000,0.0344677684,0.0005471485,Major: Mathematics teacher education,Occ: Computer and mathematical
Bachelors,Education,955,44000,0.6167652758,0.009790659,Major: Mathematics teacher education,"Occ: Education, training, and library"
Bachelors,Education,103,76000,0.074432107,0.0011815506,Major: Mathematics teacher education,Occ: Management
Bachelors,Education,90,40000,0.0535141946,0.0008494953,Major: Mathematics teacher education,Occ: Office and administrative support
Bachelors,Education,57,62000,0.0396917205,0.0006300745,Major: Mathematics teacher education,Occ: Sales and related
Bachelors,Architecture and engineering,8685,84000,0.4344228089,0.0750202501,Major: Mechanical engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,311,72000,0.0174957717,0.0030213358,Major: Mechanical engineering,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Architecture and engineering,646,86000,0.0332499224,0.0057419119,Major: Mechanical engineering,Occ: Business and financial operations
Bachelors,Architecture and engineering,1334,94000,0.0728354853,0.0125779223,Major: Mechanical engineering,Occ: Computer and mathematical
Bachelors,Architecture and engineering,270,57000,0.0147126685,0.0025407231,Major: Mechanical engineering,Occ: Construction and extraction
Bachelors,Architecture and engineering,206,48000,0.0106406732,0.0018375324,Major: Mechanical engineering,"Occ: Education, training, and library"
Bachelors,Architecture and engineering,408,61000,0.0221339349,0.0038222978,Major: Mechanical engineering,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,4454,112000,0.2240875482,0.0386975627,Major: Mechanical engineering,Occ: Management
Bachelors,Architecture and engineering,409,61000,0.0218978177,0.0037815228,Major: Mechanical engineering,Occ: Office and administrative support
Bachelors,Architecture and engineering,678,67000,0.0363225258,0.0062725182,Major: Mechanical engineering,Occ: Production
Bachelors,Architecture and engineering,1211,92000,0.0623436686,0.0107660959,Major: Mechanical engineering,Occ: Sales and related
Bachelors,Architecture and engineering,261,66000,0.014479631,0.00250048,Major: Mechanical engineering,Occ: Transportation and material moving
Bachelors,Architecture and engineering,417,73000,0.3046406249,0.0032359361,Major: Mechanical engineering related technologies,Occ: Architecture and engineering
Bachelors,Architecture and engineering,134,54000,0.1264676675,0.0013433576,Major: Mechanical engineering related technologies,"Occ: Installation, maintenance and repair"
Bachelors,Architecture and engineering,227,90000,0.1881702035,0.0019987707,Major: Mechanical engineering related technologies,Occ: Management
Bachelors,Architecture and engineering,64,60000,0.0519389484,0.0005517029,Major: Mechanical engineering related technologies,Occ: Production
Bachelors,Architecture and engineering,96,65000,0.0843340315,0.0008958081,Major: Mechanical engineering related technologies,Occ: Sales and related
Bachelors,Architecture and engineering,95,92000,0.3641764176,0.0007172847,Major: Metallurgical engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,63,112000,0.250810081,0.0004939975,Major: Metallurgical engineering,Occ: Management
Bachelors,Biology and life sciences,120,63000,0.075467499,0.0035518889,Major: Microbiology,Occ: Business and financial operations
Bachelors,Biology and life sciences,73,81000,0.0405841099,0.0019100971,Major: Microbiology,Occ: Computer and mathematical
Bachelors,Biology and life sciences,103,42000,0.0602826964,0.0028372139,Major: Microbiology,"Occ: Education, training, and library"
Bachelors,Biology and life sciences,303,57000,0.1871993426,0.0088105644,Major: Microbiology,Occ: Healthcare practitioners and technical
Bachelors,Biology and life sciences,282,60000,0.1599055016,0.0075259758,Major: Microbiology,"Occ: Life, physical, and social sciences"
Bachelors,Biology and life sciences,319,80000,0.1767794066,0.0083201486,Major: Microbiology,Occ: Management
Bachelors,Biology and life sciences,93,44000,0.0509755137,0.00239917,Major: Microbiology,Occ: Office and administrative support
Bachelors,Biology and life sciences,84,55000,0.0498228154,0.0023449181,Major: Microbiology,Occ: Production
Bachelors,Biology and life sciences,139,71000,0.0918278257,0.00432189,Major: Microbiology,Occ: Sales and related
Bachelors,Architecture and engineering,89,96000,0.252347294,0.0006360893,Major: Mining and mineral engineering,Occ: Architecture and engineering
Bachelors,Architecture and engineering,106,130000,0.3127967085,0.0007884636,Major: Mining and mineral engineering,Occ: Management
Bachelors,Agriculture and natural resources,60,65000,0.0165283567,0.0031724533,Major: Miscellaneous agriculture,Occ: Architecture and engineering
Bachelors,Agriculture and natural resources,58,47000,0.0152891602,0.0029346019,Major: Miscellaneous agriculture,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Agriculture and natural resources,181,46000,0.0485581433,0.0093202515,Major: Miscellaneous agriculture,Occ: Building and grounds cleaning and maintenance
Bachelors,Agriculture and natural resources,432,67000,0.095438208,0.0183184126,Major: Miscellaneous agriculture,Occ: Business and financial operations
Bachelors,Agriculture and natural resources,70,59000,0.0204610844,0.0039273012,Major: Miscellaneous agriculture,Occ: Computer and mathematical
Bachelors,Agriculture and natural resources,78,46000,0.020779489,0.0039884158,Major: Miscellaneous agriculture,Occ: Construction and extraction
Bachelors,Agriculture and natural resources,168,48000,0.0397718961,0.0076338189,Major: Miscellaneous agriculture,"Occ: Education, training, and library"
Bachelors,Agriculture and natural resources,157,43000,0.0327956789,0.0062948036,Major: Miscellaneous agriculture,"Occ: Farming, fisheries, and forestry"
Bachelors,Agriculture and natural resources,61,54000,0.0152203159,0.0029213879,Major: Miscellaneous agriculture,Occ: Healthcare practitioners and technical
Bachelors,Agriculture and natural resources,83,49000,0.020369292,0.0039096825,Major: Miscellaneous agriculture,"Occ: Installation, maintenance and repair"
Bachelors,Agriculture and natural resources,116,52000,0.0251338877,0.0048241992,Major: Miscellaneous agriculture,"Occ: Life, physical, and social sciences"
Bachelors,Agriculture and natural resources,1130,67000,0.2629477386,0.050470197,Major: Miscellaneous agriculture,Occ: Management
Bachelors,Agriculture and natural resources,340,43000,0.0837863189,0.0160819486,Major: Miscellaneous agriculture,Occ: Office and administrative support
Bachelors,Agriculture and natural resources,166,57000,0.0386302289,0.0074146873,Major: Miscellaneous agriculture,Occ: Production
Bachelors,Agriculture and natural resources,73,60000,0.0188862722,0.0036250317,Major: Miscellaneous agriculture,Occ: Protective service
Bachelors,Agriculture and natural resources,786,66000,0.1873309372,0.0359563058,Major: Miscellaneous agriculture,Occ: Sales and related
Bachelors,Agriculture and natural resources,98,54000,0.0307074033,0.0058939799,Major: Miscellaneous agriculture,Occ: Transportation and material moving
Bachelors,Biology and life sciences,52,67000,0.0177290512,0.0012851258,Major: Miscellaneous biology,Occ: Architecture and engineering
Bachelors,Biology and life sciences,144,57000,0.0606270563,0.0043946735,Major: Miscellaneous biology,Occ: Business and financial operations
Bachelors,Biology and life sciences,62,43000,0.0258655186,0.0018749139,Major: Miscellaneous biology,Occ: Community and social service
Bachelors,Biology and life sciences,95,76000,0.0356692948,0.0025855602,Major: Miscellaneous biology,Occ: Computer and mathematical
Bachelors,Biology and life sciences,156,37000,0.0598563891,0.0043388102,Major: Miscellaneous biology,"Occ: Education, training, and library"
Bachelors,Biology and life sciences,458,61000,0.1782056792,0.0129175954,Major: Miscellaneous biology,Occ: Healthcare practitioners and technical
Bachelors,Biology and life sciences,299,52000,0.1053442808,0.0076360911,Major: Miscellaneous biology,"Occ: Life, physical, and social sciences"
Bachelors,Biology and life sciences,427,72000,0.1529959688,0.0110902191,Major: Miscellaneous biology,Occ: Management
Bachelors,Biology and life sciences,191,42000,0.078934108,0.0057216968,Major: Miscellaneous biology,Occ: Office and administrative support
Bachelors,Biology and life sciences,82,36000,0.0333832291,0.0024198502,Major: Miscellaneous biology,Occ: Personal care and service
Bachelors,Biology and life sciences,65,50000,0.0239870172,0.001738747,Major: Miscellaneous biology,Occ: Production
Bachelors,Biology and life sciences,113,55000,0.0442355574,0.0032065029,Major: Miscellaneous biology,Occ: Protective service
Bachelors,Biology and life sciences,232,68000,0.0890787563,0.006457052,Major: Miscellaneous biology,Occ: Sales and related
Bachelors,Business,77,75000,0.0217114771,0.0002240881,Major: Miscellaneous business and medical administration,Occ: Architecture and engineering
Bachelors,Business,77,61000,0.0237883023,0.0002455233,Major: Miscellaneous business and medical administration,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Business,452,60000,0.123005743,0.0012695644,Major: Miscellaneous business and medical administration,Occ: Business and financial operations
Bachelors,Business,231,71000,0.0646844524,0.0006676198,Major: Miscellaneous business and medical administration,Occ: Computer and mathematical
Bachelors,Business,71,38000,0.0199461756,0.0002058681,Major: Miscellaneous business and medical administration,"Occ: Education, training, and library"
Bachelors,Business,60,54000,0.0166088329,0.0001714227,Major: Miscellaneous business and medical administration,Occ: Healthcare practitioners and technical
Bachelors,Business,74,60000,0.0198769481,0.0002051535,Major: Miscellaneous business and medical administration,"Occ: Installation, maintenance and repair"
Bachelors,Business,863,74000,0.2457374604,0.0025363004,Major: Miscellaneous business and medical administration,Occ: Management
Bachelors,Business,446,43000,0.1342061768,0.001385166,Major: Miscellaneous business and medical administration,Occ: Office and administrative support
Bachelors,Business,77,44000,0.027552548,0.0002843748,Major: Miscellaneous business and medical administration,Occ: Production
Bachelors,Business,641,66000,0.1978406787,0.0020419492,Major: Miscellaneous business and medical administration,Occ: Sales and related
Bachelors,"Computers, statistics, and mathematics",206,75000,0.0270527205,0.0026181982,Major: Miscellaneous computer,Occ: Architecture and engineering
Bachelors,"Computers, statistics, and mathematics",843,55000,0.1172897464,0.0113514572,Major: Miscellaneous computer,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,"Computers, statistics, and mathematics",458,63000,0.0616729001,0.0059687851,Major: Miscellaneous computer,Occ: Business and financial operations
Bachelors,"Computers, statistics, and mathematics",1962,68000,0.2711140322,0.0262387756,Major: Miscellaneous computer,Occ: Computer and mathematical
Bachelors,"Computers, statistics, and mathematics",72,46000,0.010729804,0.0010384447,Major: Miscellaneous computer,Occ: Construction and extraction
Bachelors,"Computers, statistics, and mathematics",167,43000,0.0214713446,0.0020780252,Major: Miscellaneous computer,"Occ: Education, training, and library"
Bachelors,"Computers, statistics, and mathematics",78,29000,0.0136782832,0.0013238024,Major: Miscellaneous computer,Occ: Food preparation and serving related
Bachelors,"Computers, statistics, and mathematics",91,54000,0.014108623,0.0013654512,Major: Miscellaneous computer,Occ: Healthcare practitioners and technical
Bachelors,"Computers, statistics, and mathematics",229,50000,0.034694511,0.0033577808,Major: Miscellaneous computer,"Occ: Installation, maintenance and repair"
Bachelors,"Computers, statistics, and mathematics",1203,76000,0.1614856371,0.0156287941,Major: Miscellaneous computer,Occ: Management
Bachelors,"Computers, statistics, and mathematics",669,41000,0.0882926727,0.008545082,Major: Miscellaneous computer,Occ: Office and administrative support
Bachelors,"Computers, statistics, and mathematics",195,50000,0.0284950107,0.0027577849,Major: Miscellaneous computer,Occ: Production
Bachelors,"Computers, statistics, and mathematics",87,66000,0.0136156884,0.0013177444,Major: Miscellaneous computer,Occ: Protective service
Bachelors,"Computers, statistics, and mathematics",630,53000,0.0903843847,0.0087475206,Major: Miscellaneous computer,Occ: Sales and related
Bachelors,"Computers, statistics, and mathematics",101,40000,0.0149901674,0.0014507683,Major: Miscellaneous computer,Occ: Transportation and material moving
Bachelors,Education,65,69000,0.0175882539,0.0006910118,Major: Miscellaneous education,Occ: Architecture and engineering
Bachelors,Education,57,53000,0.0199103321,0.0007822422,Major: Miscellaneous education,"Occ: Arts, design, entertainment, sports, and media"
Bachelors,Education,316,61000,0.0830738361,0.0032638259,Major: Miscellaneous education,Occ: Business and financial operations
Bachelors,Education,119,40000,0.0334051788,0.0013124311,Major: Miscellaneous education,Occ: Community and social service
