SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,Architecture and engineering,115,92000,0.0235138666,0.0009795741,Sales and related,Major: Industrial and manufacturing engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,89,79000,0.0289498917,0.0007226032,Architecture and engineering,Major: Industrial production technologies,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,140,75000,0.0432579282,0.0010797386,Architecture and engineering,Major: Industrial production technologies,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,117,76000,0.0359707376,0.0008978469,Architecture and engineering,Major: Industrial production technologies,Occ: Mechanical engineers
Bachelors,Architecture and engineering,74,90000,0.0236265492,0.00058973,Management,Major: Industrial production technologies,Occ: Construction managers
Bachelors,Architecture and engineering,62,112000,0.0205511559,0.0005129667,Management,Major: Industrial production technologies,Occ: General and operations managers
Bachelors,Architecture and engineering,62,85000,0.0205831173,0.0005137645,Management,Major: Industrial production technologies,Occ: Industrial production managers
Bachelors,Architecture and engineering,246,90000,0.0860754998,0.0021484857,Management,Major: Industrial production technologies,"Occ: Managers, all other"
Bachelors,Architecture and engineering,74,74000,0.0228701303,0.0005708494,Production,Major: Industrial production technologies,Occ: First-line supervisors of production and operating workers
Bachelors,Architecture and engineering,115,99000,0.0440960261,0.0011006579,Sales and related,Major: Industrial production technologies,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,795,98000,0.0371119786,0.0064088484,Architecture and engineering,Major: Mechanical engineering,Occ: Aerospace engineers
Bachelors,Architecture and engineering,269,99000,0.0135146303,0.0023338345,Architecture and engineering,Major: Mechanical engineering,Occ: Chemical engineers
Bachelors,Architecture and engineering,746,85000,0.0362455311,0.006259222,Architecture and engineering,Major: Mechanical engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,359,85000,0.0171051517,0.0029538798,Architecture and engineering,Major: Mechanical engineering,Occ: Electrical and electronics engineers
Bachelors,Architecture and engineering,2003,84000,0.0994048307,0.0171661688,Architecture and engineering,Major: Mechanical engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,743,80000,0.0369821141,0.0063864222,Architecture and engineering,Major: Mechanical engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,2911,82000,0.150551924,0.0259987338,Architecture and engineering,Major: Mechanical engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,223,75000,0.012352523,0.0021331508,"Arts, design, entertainment, sports, and media",Major: Mechanical engineering,Occ: Designers
Bachelors,Architecture and engineering,182,88000,0.0101489335,0.0017526141,Computer and mathematical,Major: Mechanical engineering,Occ: Computer programmers
Bachelors,Architecture and engineering,634,99000,0.0334916859,0.0057836619,Computer and mathematical,Major: Mechanical engineering,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,786,119000,0.0386436606,0.0066733538,Management,Major: Mechanical engineering,Occ: Architectural and engineering managers
Bachelors,Architecture and engineering,346,160000,0.0172601678,0.0029806494,Management,Major: Mechanical engineering,Occ: Chief executives
Bachelors,Architecture and engineering,203,113000,0.0109486522,0.0018907171,Management,Major: Mechanical engineering,Occ: Computer and information systems managers
Bachelors,Architecture and engineering,292,99000,0.0140402477,0.0024246031,Management,Major: Mechanical engineering,Occ: Construction managers
Bachelors,Architecture and engineering,309,127000,0.0155082808,0.002678117,Management,Major: Mechanical engineering,Occ: General and operations managers
Bachelors,Architecture and engineering,219,105000,0.0119367514,0.0020613514,Management,Major: Mechanical engineering,Occ: Industrial production managers
Bachelors,Architecture and engineering,1609,110000,0.0790073838,0.0136437442,Management,Major: Mechanical engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,208,127000,0.0109845831,0.001896922,Management,Major: Mechanical engineering,Occ: Marketing and sales managers
Bachelors,Architecture and engineering,275,86000,0.0136876118,0.0023637066,Production,Major: Mechanical engineering,Occ: First-line supervisors of production and operating workers
Bachelors,Architecture and engineering,418,105000,0.0211658544,0.0036551204,Sales and related,Major: Mechanical engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,74,72000,0.0514716314,0.000546739,Architecture and engineering,Major: Mechanical engineering related technologies,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,69,74000,0.0521726069,0.0005541849,Architecture and engineering,Major: Mechanical engineering related technologies,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,131,74000,0.1007735766,0.0010704313,Architecture and engineering,Major: Mechanical engineering related technologies,Occ: Mechanical engineers
Bachelors,Architecture and engineering,51,48000,0.0520307428,0.000552678,"Installation, maintenance and repair",Major: Mechanical engineering related technologies,Occ: Automotive service technicians and mechanics
Bachelors,Architecture and engineering,81,86000,0.066868058,0.000710282,Management,Major: Mechanical engineering related technologies,"Occ: Managers, all other"
Bachelors,Architecture and engineering,54,97000,0.1471674227,0.0003709635,Architecture and engineering,Major: Mining and mineral engineering,Occ: Petroleum engineers
Bachelors,Architecture and engineering,103,73000,0.051171791,0.000970444,Architecture and engineering,Major: Miscellaneous engineering,Occ: Civil engineers
Bachelors,Architecture and engineering,113,85000,0.0443663354,0.0008413824,Architecture and engineering,Major: Miscellaneous engineering,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,94,83000,0.0379908949,0.0007204758,Architecture and engineering,Major: Miscellaneous engineering,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,53,82000,0.027016163,0.0005123462,Architecture and engineering,Major: Miscellaneous engineering,Occ: Mechanical engineers
Bachelors,Architecture and engineering,59,103000,0.0271750816,0.00051536,Management,Major: Miscellaneous engineering,Occ: Chief executives
Bachelors,Architecture and engineering,191,83000,0.0891907304,0.0016914516,Management,Major: Miscellaneous engineering,Occ: Construction managers
Bachelors,Architecture and engineering,184,95000,0.08575061,0.0016262117,Management,Major: Miscellaneous engineering,"Occ: Managers, all other"
Bachelors,Architecture and engineering,54,92000,0.0214773821,0.0004073064,Sales and related,Major: Miscellaneous engineering,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Architecture and engineering,74,86000,0.0114530989,0.0006345824,Architecture and engineering,Major: Miscellaneous engineering technologies,Occ: Aerospace engineers
Bachelors,Architecture and engineering,107,76000,0.0150814867,0.0008356207,Architecture and engineering,Major: Miscellaneous engineering technologies,Occ: Civil engineers
Bachelors,Architecture and engineering,63,53000,0.0100276609,0.0005556031,Architecture and engineering,Major: Miscellaneous engineering technologies,Occ: Drafters
Bachelors,Architecture and engineering,182,80000,0.0281616008,0.0015603513,Architecture and engineering,Major: Miscellaneous engineering technologies,Occ: Electrical and electronics engineers
Bachelors,Architecture and engineering,140,64000,0.0222726698,0.001234063,Architecture and engineering,Major: Miscellaneous engineering technologies,"Occ: Engineering technicians, except drafters"
Bachelors,Architecture and engineering,210,83000,0.0297246233,0.0016469537,Architecture and engineering,Major: Miscellaneous engineering technologies,"Occ: Engineers, all other"
Bachelors,Architecture and engineering,99,79000,0.0157342126,0.0008717863,Architecture and engineering,Major: Miscellaneous engineering technologies,"Occ: Industrial engineers, including health and safety"
Bachelors,Architecture and engineering,91,77000,0.0130625161,0.0007237555,Architecture and engineering,Major: Miscellaneous engineering technologies,Occ: Mechanical engineers
Bachelors,Architecture and engineering,67,57000,0.0125297766,0.000694238,"Arts, design, entertainment, sports, and media",Major: Miscellaneous engineering technologies,Occ: Designers
Bachelors,Architecture and engineering,91,72000,0.0171484519,0.0009501452,Computer and mathematical,Major: Miscellaneous engineering technologies,"Occ: Computer occupations, all other"
Bachelors,Architecture and engineering,120,74000,0.020044123,0.0011105858,Computer and mathematical,Major: Miscellaneous engineering technologies,Occ: Computer programmers
Bachelors,Architecture and engineering,121,57000,0.0224086544,0.0012415975,Computer and mathematical,Major: Miscellaneous engineering technologies,Occ: Computer support specialists
Bachelors,Architecture and engineering,107,75000,0.0199833299,0.0011072174,Computer and mathematical,Major: Miscellaneous engineering technologies,Occ: Computer systems analysts
Bachelors,Architecture and engineering,77,76000,0.0133552828,0.0007399769,Computer and mathematical,Major: Miscellaneous engineering technologies,Occ: Network and computer systems administrators
Bachelors,Architecture and engineering,483,88000,0.0901641574,0.0049957302,Computer and mathematical,Major: Miscellaneous engineering technologies,"Occ: Software developers, applications and systems software"
Bachelors,Architecture and engineering,68,62000,0.0126977575,0.0007035453,Construction and extraction,Major: Miscellaneous engineering technologies,Occ: Electricians
