SCHL,gmajor,_FREQ_,radj_wagp,pct,pct_gmajor,major_occ,source,target
Bachelors,"Computers, statistics, and mathematics",94,83000,0.0129998242,0.0012690278,Business and financial operations,Major: Computer engineering,Occ: Management analysts
Bachelors,"Computers, statistics, and mathematics",88,92000,0.0135738592,0.0013250645,Computer and mathematical,Major: Computer engineering,Occ: Computer network architects
Bachelors,"Computers, statistics, and mathematics",202,81000,0.0310146974,0.003027619,Computer and mathematical,Major: Computer engineering,"Occ: Computer occupations, all other"
Bachelors,"Computers, statistics, and mathematics",519,83000,0.070143457,0.0068473234,Computer and mathematical,Major: Computer engineering,Occ: Computer programmers
Bachelors,"Computers, statistics, and mathematics",157,71000,0.0213427248,0.0020834522,Computer and mathematical,Major: Computer engineering,Occ: Computer support specialists
Bachelors,"Computers, statistics, and mathematics",263,84000,0.038914143,0.0037987538,Computer and mathematical,Major: Computer engineering,Occ: Computer systems analysts
Bachelors,"Computers, statistics, and mathematics",107,81000,0.0139100058,0.0013578787,Computer and mathematical,Major: Computer engineering,Occ: Network and computer systems administrators
Bachelors,"Computers, statistics, and mathematics",2394,96000,0.320496411,0.0312864901,Computer and mathematical,Major: Computer engineering,"Occ: Software developers, applications and systems software"
Bachelors,"Computers, statistics, and mathematics",74,85000,0.0103287514,0.0010082808,Computer and mathematical,Major: Computer engineering,Occ: Web developers
Bachelors,"Computers, statistics, and mathematics",331,105000,0.0446764718,0.0043612657,Management,Major: Computer engineering,Occ: Computer and information systems managers
Bachelors,"Computers, statistics, and mathematics",355,110000,0.0484387282,0.0047285328,Management,Major: Computer engineering,"Occ: Managers, all other"
Bachelors,"Computers, statistics, and mathematics",519,94000,0.0164776319,0.0074117284,Business and financial operations,Major: Computer science,Occ: Management analysts
Bachelors,"Computers, statistics, and mathematics",424,102000,0.0135934992,0.0061144298,Computer and mathematical,Major: Computer science,Occ: Computer network architects
Bachelors,"Computers, statistics, and mathematics",1174,76000,0.037535252,0.0168835604,Computer and mathematical,Major: Computer science,"Occ: Computer occupations, all other"
Bachelors,"Computers, statistics, and mathematics",3640,84000,0.1073795807,0.0482999192,Computer and mathematical,Major: Computer science,Occ: Computer programmers
Bachelors,"Computers, statistics, and mathematics",1250,66000,0.039829034,0.017915316,Computer and mathematical,Major: Computer science,Occ: Computer support specialists
Bachelors,"Computers, statistics, and mathematics",1430,86000,0.0463776062,0.0208608994,Computer and mathematical,Major: Computer science,Occ: Computer systems analysts
Bachelors,"Computers, statistics, and mathematics",466,93000,0.0132511855,0.0059604553,Computer and mathematical,Major: Computer science,Occ: Database administrators
Bachelors,"Computers, statistics, and mathematics",815,74000,0.0235270482,0.0105825942,Computer and mathematical,Major: Computer science,Occ: Network and computer systems administrators
Bachelors,"Computers, statistics, and mathematics",7386,98000,0.2193817984,0.0986791256,Computer and mathematical,Major: Computer science,"Occ: Software developers, applications and systems software"
Bachelors,"Computers, statistics, and mathematics",480,70000,0.0149052338,0.0067044552,Computer and mathematical,Major: Computer science,Occ: Web developers
Bachelors,"Computers, statistics, and mathematics",286,55000,0.0107239569,0.0048236941,"Installation, maintenance and repair",Major: Computer science,"Occ: Computer, automated teller, and office machine repairers"
Bachelors,"Computers, statistics, and mathematics",421,141000,0.0123277805,0.0055451027,Management,Major: Computer science,Occ: Chief executives
Bachelors,"Computers, statistics, and mathematics",1955,110000,0.0570398344,0.0256568276,Management,Major: Computer science,Occ: Computer and information systems managers
Bachelors,"Computers, statistics, and mathematics",1555,108000,0.044978329,0.0202314969,Management,Major: Computer science,"Occ: Managers, all other"
Bachelors,"Computers, statistics, and mathematics",340,52000,0.0119489908,0.005374721,Sales and related,Major: Computer science,Occ: First-line supervisors of retail sales workers
Bachelors,"Computers, statistics, and mathematics",66,61000,0.0174939298,0.0008347439,Business and financial operations,Major: Information sciences,Occ: Accountants and auditors
Bachelors,"Computers, statistics, and mathematics",109,80000,0.0274946175,0.0013119388,Business and financial operations,Major: Information sciences,Occ: Management analysts
Bachelors,"Computers, statistics, and mathematics",51,83000,0.0156900501,0.0007486696,Computer and mathematical,Major: Information sciences,Occ: Computer network architects
Bachelors,"Computers, statistics, and mathematics",172,72000,0.0494956014,0.0023617422,Computer and mathematical,Major: Information sciences,"Occ: Computer occupations, all other"
Bachelors,"Computers, statistics, and mathematics",231,80000,0.0613345536,0.0029266521,Computer and mathematical,Major: Information sciences,Occ: Computer programmers
Bachelors,"Computers, statistics, and mathematics",182,57000,0.0559784592,0.0026710796,Computer and mathematical,Major: Information sciences,Occ: Computer support specialists
Bachelors,"Computers, statistics, and mathematics",210,81000,0.0552457984,0.0026361198,Computer and mathematical,Major: Information sciences,Occ: Computer systems analysts
Bachelors,"Computers, statistics, and mathematics",64,82000,0.015877844,0.0007576304,Computer and mathematical,Major: Information sciences,Occ: Database administrators
Bachelors,"Computers, statistics, and mathematics",128,71000,0.0318905823,0.0015216975,Computer and mathematical,Major: Information sciences,Occ: Network and computer systems administrators
Bachelors,"Computers, statistics, and mathematics",460,92000,0.127927337,0.0061042069,Computer and mathematical,Major: Information sciences,"Occ: Software developers, applications and systems software"
Bachelors,"Computers, statistics, and mathematics",56,60000,0.0159360337,0.000760407,Computer and mathematical,Major: Information sciences,Occ: Web developers
Bachelors,"Computers, statistics, and mathematics",267,98000,0.0710680978,0.0033910999,Management,Major: Information sciences,Occ: Computer and information systems managers
Bachelors,"Computers, statistics, and mathematics",202,93000,0.0532726397,0.0025419682,Management,Major: Information sciences,"Occ: Managers, all other"
Bachelors,"Computers, statistics, and mathematics",316,63000,0.0288583392,0.0037419599,Business and financial operations,Major: Mathematics,Occ: Accountants and auditors
Bachelors,"Computers, statistics, and mathematics",216,96000,0.021709211,0.0028149574,Business and financial operations,Major: Mathematics,Occ: Management analysts
Bachelors,"Computers, statistics, and mathematics",365,122000,0.0359519874,0.0046617684,Computer and mathematical,Major: Mathematics,Occ: Actuaries
Bachelors,"Computers, statistics, and mathematics",167,92000,0.016234215,0.0021050339,Computer and mathematical,Major: Mathematics,"Occ: Computer occupations, all other"
Bachelors,"Computers, statistics, and mathematics",418,92000,0.0395280115,0.005125459,Computer and mathematical,Major: Mathematics,Occ: Computer programmers
Bachelors,"Computers, statistics, and mathematics",139,71000,0.0140315632,0.0018194237,Computer and mathematical,Major: Mathematics,Occ: Computer support specialists
Bachelors,"Computers, statistics, and mathematics",317,88000,0.0321336035,0.0041666519,Computer and mathematical,Major: Mathematics,Occ: Computer systems analysts
Bachelors,"Computers, statistics, and mathematics",741,99000,0.0712226421,0.0092351908,Computer and mathematical,Major: Mathematics,"Occ: Software developers, applications and systems software"
Bachelors,"Computers, statistics, and mathematics",619,48000,0.0586228511,0.00760142,"Education, training, and library",Major: Mathematics,Occ: Elementary and middle school teachers
Bachelors,"Computers, statistics, and mathematics",478,50000,0.0458537003,0.0059456889,"Education, training, and library",Major: Mathematics,Occ: Secondary school teachers
Bachelors,"Computers, statistics, and mathematics",146,147000,0.0140714699,0.0018245983,Management,Major: Mathematics,Occ: Chief executives
Bachelors,"Computers, statistics, and mathematics",328,121000,0.0306736046,0.003977339,Management,Major: Mathematics,Occ: Computer and information systems managers
Bachelors,"Computers, statistics, and mathematics",209,98000,0.0191026262,0.0024769707,Management,Major: Mathematics,Occ: Financial managers
Bachelors,"Computers, statistics, and mathematics",112,91000,0.0111378453,0.0014442054,Management,Major: Mathematics,Occ: General and operations managers
Bachelors,"Computers, statistics, and mathematics",541,100000,0.054236041,0.0070325977,Management,Major: Mathematics,"Occ: Managers, all other"
Bachelors,"Computers, statistics, and mathematics",123,41000,0.0133823504,0.0017352426,Office and administrative support,Major: Mathematics,Occ: Customer service representatives
Bachelors,"Computers, statistics, and mathematics",142,71000,0.0129793907,0.0016829922,Office and administrative support,Major: Mathematics,Occ: First-line supervisors of office and administrative support workers
Bachelors,"Computers, statistics, and mathematics",143,105000,0.0143809896,0.0018647326,Sales and related,Major: Mathematics,Occ: First-line supervisors of non-retail sales workers
Bachelors,"Computers, statistics, and mathematics",176,50000,0.0196807858,0.0025519386,Sales and related,Major: Mathematics,Occ: First-line supervisors of retail sales workers
Bachelors,"Computers, statistics, and mathematics",142,66000,0.0209771059,0.0020301921,"Arts, design, entertainment, sports, and media",Major: Miscellaneous computer,Occ: Artists and related workers
Bachelors,"Computers, statistics, and mathematics",70,61000,0.0104298703,0.0010094167,"Arts, design, entertainment, sports, and media",Major: Miscellaneous computer,Occ: Broadcast and sound engineering technicians and radio operators
Bachelors,"Computers, statistics, and mathematics",255,50000,0.0349005524,0.0033777218,"Arts, design, entertainment, sports, and media",Major: Miscellaneous computer,Occ: Designers
Bachelors,"Computers, statistics, and mathematics",114,65000,0.0164402819,0.0015911123,"Arts, design, entertainment, sports, and media",Major: Miscellaneous computer,Occ: Producers and directors
Bachelors,"Computers, statistics, and mathematics",78,60000,0.0113740096,0.0011007917,Business and financial operations,Major: Miscellaneous computer,Occ: Accountants and auditors
Bachelors,"Computers, statistics, and mathematics",77,98000,0.0101468893,0.0009820294,Business and financial operations,Major: Miscellaneous computer,Occ: Management analysts
Bachelors,"Computers, statistics, and mathematics",111,77000,0.015438764,0.0014941841,Computer and mathematical,Major: Miscellaneous computer,Occ: Computer network architects
Bachelors,"Computers, statistics, and mathematics",190,74000,0.0245528379,0.0023762562,Computer and mathematical,Major: Miscellaneous computer,"Occ: Computer occupations, all other"
Bachelors,"Computers, statistics, and mathematics",318,71000,0.0460763449,0.0044593298,Computer and mathematical,Major: Miscellaneous computer,Occ: Computer programmers
Bachelors,"Computers, statistics, and mathematics",344,53000,0.045293909,0.0043836046,Computer and mathematical,Major: Miscellaneous computer,Occ: Computer support specialists
Bachelors,"Computers, statistics, and mathematics",173,70000,0.023333542,0.0022582511,Computer and mathematical,Major: Miscellaneous computer,Occ: Computer systems analysts
Bachelors,"Computers, statistics, and mathematics",228,64000,0.0303963299,0.0029417971,Computer and mathematical,Major: Miscellaneous computer,Occ: Network and computer systems administrators
Bachelors,"Computers, statistics, and mathematics",332,83000,0.0473204179,0.0045797328,Computer and mathematical,Major: Miscellaneous computer,"Occ: Software developers, applications and systems software"
Bachelors,"Computers, statistics, and mathematics",137,56000,0.0212222692,0.0020539194,Computer and mathematical,Major: Miscellaneous computer,Occ: Web developers
Bachelors,"Computers, statistics, and mathematics",79,42000,0.0123820478,0.001198351,"Installation, maintenance and repair",Major: Miscellaneous computer,"Occ: Computer, automated teller, and office machine repairers"
Bachelors,"Computers, statistics, and mathematics",77,121000,0.010096031,0.0009771073,Management,Major: Miscellaneous computer,Occ: Chief executives
Bachelors,"Computers, statistics, and mathematics",219,89000,0.0295421707,0.0028591305,Management,Major: Miscellaneous computer,Occ: Computer and information systems managers
Bachelors,"Computers, statistics, and mathematics",110,72000,0.0153461757,0.0014852232,Management,Major: Miscellaneous computer,Occ: General and operations managers
Bachelors,"Computers, statistics, and mathematics",342,76000,0.0453291186,0.0043870122,Management,Major: Miscellaneous computer,"Occ: Managers, all other"
Bachelors,"Computers, statistics, and mathematics",125,77000,0.0147710853,0.0014295652,Management,Major: Miscellaneous computer,Occ: Marketing and sales managers
Bachelors,"Computers, statistics, and mathematics",154,41000,0.0198816957,0.0019241769,Office and administrative support,Major: Miscellaneous computer,Occ: Customer service representatives
Bachelors,"Computers, statistics, and mathematics",89,39000,0.0113440162,0.0010978889,Office and administrative support,Major: Miscellaneous computer,Occ: Secretaries and administrative assistants
Bachelors,"Computers, statistics, and mathematics",102,75000,0.0126428598,0.0012235927,Sales and related,Major: Miscellaneous computer,Occ: First-line supervisors of non-retail sales workers
Bachelors,"Computers, statistics, and mathematics",128,40000,0.019802148,0.0019164782,Sales and related,Major: Miscellaneous computer,Occ: First-line supervisors of retail sales workers
Bachelors,"Computers, statistics, and mathematics",82,46000,0.013563526,0.001312696,Sales and related,Major: Miscellaneous computer,Occ: Retail salespersons
Bachelors,"Computers, statistics, and mathematics",95,67000,0.0136052559,0.0013167347,Sales and related,Major: Miscellaneous computer,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Education,64,49000,0.0135806275,0.0006492563,"Arts, design, entertainment, sports, and media",Major: Art and music education,"Occ: Musicians, singers, and related workers"
Bachelors,Education,50,50000,0.0111634666,0.0005336978,Community and social service,Major: Art and music education,Occ: Clergy
Bachelors,Education,1450,45000,0.3294189028,0.0157487056,"Education, training, and library",Major: Art and music education,Occ: Elementary and middle school teachers
Bachelors,Education,61,43000,0.0176858865,0.0008455186,"Education, training, and library",Major: Art and music education,Occ: Other teachers and instructors
Bachelors,Education,755,45000,0.1867281232,0.0089270112,"Education, training, and library",Major: Art and music education,Occ: Secondary school teachers
Bachelors,Education,61,52000,0.012555536,0.0006002492,Management,Major: Art and music education,"Occ: Managers, all other"
Bachelors,Education,76,37000,0.0177739612,0.0008497293,Office and administrative support,Major: Art and music education,Occ: Secretaries and administrative assistants
Bachelors,Education,77,38000,0.0197018183,0.0009418954,Sales and related,Major: Art and music education,Occ: First-line supervisors of retail sales workers
Bachelors,Education,60,30000,0.015317656,0.0007322994,Sales and related,Major: Art and music education,Occ: Retail salespersons
Bachelors,Education,53,35000,0.0145386413,0.0006643444,Community and social service,Major: Early childhood education,Occ: Social workers
Bachelors,Education,1612,40000,0.3851895271,0.0176012675,"Education, training, and library",Major: Early childhood education,Occ: Elementary and middle school teachers
Bachelors,Education,610,33000,0.1672634847,0.0076431189,"Education, training, and library",Major: Early childhood education,Occ: Preschool and kindergarten teachers
Bachelors,Education,50,41000,0.01468198,0.0006708943,"Education, training, and library",Major: Early childhood education,Occ: Special education teachers
Bachelors,Education,75,24000,0.0173619021,0.0007933536,"Education, training, and library",Major: Early childhood education,Occ: Teacher assistants
Bachelors,Education,187,42000,0.05024278,0.002295848,Management,Major: Early childhood education,Occ: Education administrators
Bachelors,Education,77,39000,0.0181937786,0.0008313662,Office and administrative support,Major: Early childhood education,Occ: Secretaries and administrative assistants
Bachelors,Education,105,30000,0.028509047,0.0013027233,Personal care and service,Major: Early childhood education,Occ: Childcare workers
Bachelors,Education,15413,43000,0.5664164823,0.1561976668,"Education, training, and library",Major: Elementary education,Occ: Elementary and middle school teachers
Bachelors,Education,266,38000,0.0107552695,0.0029659236,"Education, training, and library",Major: Elementary education,Occ: Other teachers and instructors
Bachelors,Education,1058,35000,0.0426826165,0.0117703586,"Education, training, and library",Major: Elementary education,Occ: Preschool and kindergarten teachers
Bachelors,Education,502,44000,0.0188036958,0.0051853954,"Education, training, and library",Major: Elementary education,Occ: Secondary school teachers
Bachelors,Education,372,43000,0.0149202961,0.0041144909,"Education, training, and library",Major: Elementary education,Occ: Special education teachers
Bachelors,Education,308,21000,0.0124929593,0.0034451171,"Education, training, and library",Major: Elementary education,Occ: Teacher assistants
Bachelors,Education,411,42000,0.0170095957,0.0046906459,Management,Major: Elementary education,Occ: Education administrators
Bachelors,Education,287,55000,0.0118597226,0.0032704927,Management,Major: Elementary education,"Occ: Managers, all other"
Bachelors,Education,232,35000,0.0107845349,0.002973994,Office and administrative support,Major: Elementary education,Occ: Customer service representatives
Bachelors,Education,494,35000,0.0181450108,0.0050037533,Office and administrative support,Major: Elementary education,Occ: Secretaries and administrative assistants
Bachelors,Education,9121,44000,0.399574757,0.1316846441,"Education, training, and library",Major: General education,Occ: Elementary and middle school teachers
Bachelors,Education,303,42000,0.0134660286,0.0044378909,"Education, training, and library",Major: General education,Occ: Other teachers and instructors
Bachelors,Education,624,36000,0.0331989085,0.0109410977,"Education, training, and library",Major: General education,Occ: Preschool and kindergarten teachers
Bachelors,Education,1532,46000,0.0704699571,0.0232242179,"Education, training, and library",Major: General education,Occ: Secondary school teachers
Bachelors,Education,405,43000,0.0202542302,0.006675024,"Education, training, and library",Major: General education,Occ: Special education teachers
Bachelors,Education,232,26000,0.0111375197,0.0036705029,"Education, training, and library",Major: General education,Occ: Teacher assistants
Bachelors,Education,391,53000,0.0172734122,0.0056926598,Management,Major: General education,Occ: Education administrators
Bachelors,Education,450,62000,0.0199823756,0.0065854311,Management,Major: General education,"Occ: Managers, all other"
Bachelors,Education,376,36000,0.0154350223,0.0050867964,Office and administrative support,Major: General education,Occ: Secretaries and administrative assistants
Bachelors,Education,290,40000,0.0138365458,0.0045599993,Sales and related,Major: General education,Occ: First-line supervisors of retail sales workers
Bachelors,Education,262,44000,0.012026903,0.0039636098,Sales and related,Major: General education,Occ: Retail salespersons
Bachelors,Education,1094,44000,0.3411010568,0.0116572563,"Education, training, and library",Major: Language and drama education,Occ: Elementary and middle school teachers
Bachelors,Education,504,44000,0.156636732,0.0053531189,"Education, training, and library",Major: Language and drama education,Occ: Secondary school teachers
Bachelors,Education,53,70000,0.020945132,0.0007158077,Management,Major: Language and drama education,"Occ: Managers, all other"
Bachelors,Education,78,38000,0.0265818366,0.0009084442,Office and administrative support,Major: Language and drama education,Occ: Secretaries and administrative assistants
Bachelors,Education,539,44000,0.3405368366,0.0054057519,"Education, training, and library",Major: Mathematics teacher education,Occ: Elementary and middle school teachers
Bachelors,Education,356,44000,0.2311948777,0.0036700351,"Education, training, and library",Major: Mathematics teacher education,Occ: Secondary school teachers
Bachelors,Education,56,39000,0.0188177645,0.0007393171,Community and social service,Major: Miscellaneous education,Occ: Social workers
Bachelors,Education,633,48000,0.1465231344,0.005756638,"Education, training, and library",Major: Miscellaneous education,Occ: Elementary and middle school teachers
Bachelors,Education,51,50000,0.011485356,0.0004512396,"Education, training, and library",Major: Miscellaneous education,Occ: Other teachers and instructors
Bachelors,Education,66,50000,0.0186986836,0.0007346386,"Education, training, and library",Major: Miscellaneous education,Occ: Postsecondary teachers
Bachelors,Education,275,47000,0.0697992891,0.0027422921,"Education, training, and library",Major: Miscellaneous education,Occ: Secondary school teachers
Bachelors,Education,76,54000,0.019005317,0.0007466857,Management,Major: Miscellaneous education,Occ: Education administrators
Bachelors,Education,147,77000,0.0391806041,0.0015393375,Management,Major: Miscellaneous education,"Occ: Managers, all other"
Bachelors,Education,51,54000,0.0129351664,0.0005082001,Office and administrative support,Major: Miscellaneous education,Occ: First-line supervisors of office and administrative support workers
Bachelors,Education,93,35000,0.0271057975,0.0010649394,Office and administrative support,Major: Miscellaneous education,Occ: Secretaries and administrative assistants
Bachelors,Education,66,45000,0.0197406417,0.0007755753,Sales and related,Major: Miscellaneous education,Occ: First-line supervisors of retail sales workers
Bachelors,Education,53,74000,0.0144564253,0.0005679677,Sales and related,Major: Miscellaneous education,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Education,122,46000,0.0212279324,0.0014665871,"Arts, design, entertainment, sports, and media",Major: Physical and health education teaching,"Occ: Athletes, coaches, umpires, and related workers"
Bachelors,Education,1292,48000,0.1913222637,0.0132179978,"Education, training, and library",Major: Physical and health education teaching,Occ: Elementary and middle school teachers
Bachelors,Education,61,42000,0.0111243914,0.0007685576,"Education, training, and library",Major: Physical and health education teaching,Occ: Other teachers and instructors
Bachelors,Education,643,50000,0.1065171902,0.007359018,"Education, training, and library",Major: Physical and health education teaching,Occ: Secondary school teachers
Bachelors,Education,97,63000,0.0171580744,0.0011854103,Healthcare practitioners and technical,Major: Physical and health education teaching,Occ: Registered nurses
Bachelors,Education,77,53000,0.0143934828,0.0009944113,Management,Major: Physical and health education teaching,Occ: Education administrators
Bachelors,Education,161,63000,0.0278880078,0.0019267158,Management,Major: Physical and health education teaching,"Occ: Managers, all other"
Bachelors,Education,61,49000,0.0131847147,0.0009109004,Office and administrative support,Major: Physical and health education teaching,Occ: Customer service representatives
Bachelors,Education,71,46000,0.0106943814,0.0007388492,Office and administrative support,Major: Physical and health education teaching,Occ: First-line supervisors of office and administrative support workers
Bachelors,Education,90,36000,0.0132693623,0.0009167485,Office and administrative support,Major: Physical and health education teaching,Occ: Secretaries and administrative assistants
Bachelors,Education,98,46000,0.0177150558,0.0012238909,Personal care and service,Major: Physical and health education teaching,Occ: Recreation and fitness workers
Bachelors,Education,78,67000,0.0147371522,0.0010181546,Protective service,Major: Physical and health education teaching,Occ: Police and sheriff's patrol officers
Bachelors,Education,69,65000,0.0126819078,0.0008761627,Sales and related,Major: Physical and health education teaching,Occ: First-line supervisors of non-retail sales workers
Bachelors,Education,125,43000,0.0235083395,0.001624135,Sales and related,Major: Physical and health education teaching,Occ: First-line supervisors of retail sales workers
Bachelors,Education,75,61000,0.0121198475,0.0008373313,Sales and related,Major: Physical and health education teaching,Occ: Retail salespersons
Bachelors,Education,114,78000,0.0201071978,0.0013891582,Sales and related,Major: Physical and health education teaching,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Education,423,44000,0.3012492391,0.0041094615,"Education, training, and library",Major: Science and computer teacher education,Occ: Elementary and middle school teachers
Bachelors,Education,230,48000,0.1922730663,0.0026228739,"Education, training, and library",Major: Science and computer teacher education,Occ: Secondary school teachers
Bachelors,Education,1230,45000,0.3034167738,0.0127026631,"Education, training, and library",Major: Secondary teacher education,Occ: Elementary and middle school teachers
Bachelors,Education,60,52000,0.0161619266,0.0006766254,"Education, training, and library",Major: Secondary teacher education,Occ: Other teachers and instructors
Bachelors,Education,701,46000,0.1816337934,0.0076041705,"Education, training, and library",Major: Secondary teacher education,Occ: Secondary school teachers
Bachelors,Education,52,62000,0.0117142538,0.0004904219,Management,Major: Secondary teacher education,Occ: Education administrators
Bachelors,Education,85,83000,0.0226434598,0.0009479774,Management,Major: Secondary teacher education,"Occ: Managers, all other"
Bachelors,Education,60,34000,0.0147846008,0.0006189632,Office and administrative support,Major: Secondary teacher education,Occ: Secretaries and administrative assistants
Bachelors,Education,54,53000,0.0165586411,0.000693234,Sales and related,Major: Secondary teacher education,Occ: First-line supervisors of retail sales workers
Bachelors,Education,52,67000,0.0126445773,0.0005293702,Sales and related,Major: Secondary teacher education,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Education,709,44000,0.2650645936,0.0071226377,"Education, training, and library",Major: Social science or history teacher education,Occ: Elementary and middle school teachers
Bachelors,Education,310,45000,0.1273591476,0.0034223095,"Education, training, and library",Major: Social science or history teacher education,Occ: Secondary school teachers
Bachelors,Education,60,58000,0.0231953827,0.0006232907,Management,Major: Social science or history teacher education,"Occ: Managers, all other"
Bachelors,Education,65,41000,0.0188468171,0.0007349895,Community and social service,Major: Special needs education,Occ: Social workers
Bachelors,Education,1380,44000,0.356251031,0.0138931028,"Education, training, and library",Major: Special needs education,Occ: Elementary and middle school teachers
Bachelors,Education,53,41000,0.0147769363,0.000576272,"Education, training, and library",Major: Special needs education,Occ: Other teachers and instructors
Bachelors,Education,75,32000,0.0239304191,0.0009332402,"Education, training, and library",Major: Special needs education,Occ: Preschool and kindergarten teachers
Bachelors,Education,150,43000,0.0422823723,0.0016489309,"Education, training, and library",Major: Special needs education,Occ: Secondary school teachers
Bachelors,Education,744,44000,0.2272505061,0.0088623312,"Education, training, and library",Major: Special needs education,Occ: Special education teachers
Bachelors,Education,52,54000,0.0164414786,0.0006411859,Management,Major: Special needs education,Occ: Education administrators
Bachelors,Education,55,36000,0.0143240609,0.0005586107,Office and administrative support,Major: Special needs education,Occ: Secretaries and administrative assistants
Bachelors,Education,1042,42000,0.5271454453,0.0112646147,"Education, training, and library",Major: Teacher education: multiple levels,Occ: Elementary and middle school teachers
Bachelors,Education,102,30000,0.0537763887,0.0011491521,"Education, training, and library",Major: Teacher education: multiple levels,Occ: Preschool and kindergarten teachers
Bachelors,Education,120,44000,0.0561025939,0.001198861,"Education, training, and library",Major: Teacher education: multiple levels,Occ: Secondary school teachers
Bachelors,Health,110,45000,0.07701091,0.0012606876,"Education, training, and library",Major: Communication disorders sciences and services,Occ: Elementary and middle school teachers
Bachelors,Health,147,46000,0.1192070543,0.0019514489,Healthcare practitioners and technical,Major: Communication disorders sciences and services,Occ: Speech-language pathologists
Bachelors,Health,79,55000,0.0212453893,0.0010585724,Business and financial operations,Major: Health and medical administrative services,Occ: Accountants and auditors
Bachelors,Health,58,50000,0.0172664169,0.0008603162,Business and financial operations,Major: Health and medical administrative services,Occ: Human resources workers
Bachelors,Health,55,70000,0.0153059743,0.0007626352,Business and financial operations,Major: Health and medical administrative services,Occ: Management analysts
Bachelors,Health,52,41000,0.0137860262,0.0006869023,Community and social service,Major: Health and medical administrative services,Occ: Social workers
Bachelors,Health,98,66000,0.0234333401,0.0011675892,Healthcare practitioners and technical,Major: Health and medical administrative services,Occ: Diagnostic related technologists and technicians
Bachelors,Health,85,50000,0.0234139777,0.0011666245,Healthcare practitioners and technical,Major: Health and medical administrative services,Occ: Medical records and health information technicians
Bachelors,Health,234,63000,0.05227847,0.0026048262,Healthcare practitioners and technical,Major: Health and medical administrative services,Occ: Registered nurses
Bachelors,Health,52,34000,0.0152406262,0.0007593792,Healthcare support,Major: Health and medical administrative services,"Occ: Nursing, psychiatric, and home health aides"
Bachelors,Health,160,77000,0.0375606285,0.0018714952,Management,Major: Health and medical administrative services,"Occ: Managers, all other"
Bachelors,Health,478,72000,0.1207584251,0.0060169073,Management,Major: Health and medical administrative services,Occ: Medical and health services managers
Bachelors,Health,53,36000,0.0140909839,0.0007020971,Office and administrative support,Major: Health and medical administrative services,Occ: Billing and posting clerks
Bachelors,Health,75,38000,0.0213325201,0.0010629138,Office and administrative support,Major: Health and medical administrative services,Occ: Customer service representatives
Bachelors,Health,105,52000,0.025396203,0.0012653908,Office and administrative support,Major: Health and medical administrative services,Occ: First-line supervisors of office and administrative support workers
Bachelors,Health,50,48000,0.0105621872,0.0005262714,Office and administrative support,Major: Health and medical administrative services,"Occ: Information and record clerks, all other"
Bachelors,Health,54,41000,0.0186556688,0.000929537,Office and administrative support,Major: Health and medical administrative services,"Occ: Office and administrative support workers, all other"
Bachelors,Health,154,38000,0.0397025936,0.0019782208,Office and administrative support,Major: Health and medical administrative services,Occ: Secretaries and administrative assistants
Bachelors,Health,60,79000,0.0158650635,0.0007904924,Sales and related,Major: Health and medical administrative services,"Occ: Sales representatives, wholesale and manufacturing"
Bachelors,Health,100,40000,0.0111417618,0.0017120702,Community and social service,Major: Miscellaneous health medical professions,Occ: Counselors
Bachelors,Health,297,39000,0.0247077612,0.0037966547,Community and social service,Major: Miscellaneous health medical professions,Occ: Social workers
Bachelors,Health,223,44000,0.0167671861,0.0025764866,"Education, training, and library",Major: Miscellaneous health medical professions,Occ: Elementary and middle school teachers
Bachelors,Health,1595,59000,0.1233237719,0.0189502309,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Clinical laboratory technologists and technicians
Bachelors,Health,529,61000,0.0438269837,0.006734561,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Dental hygienists
Bachelors,Health,772,61000,0.0660744066,0.0101531541,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Diagnostic related technologists and technicians
Bachelors,Health,296,53000,0.0212483765,0.0032650772,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Dietitians and nutritionists
Bachelors,Health,139,37000,0.014051004,0.0021591115,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Health practitioner support technologists and technicians
Bachelors,Health,136,59000,0.0107752616,0.0016557529,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Other healthcare practitioners and technical occupations
Bachelors,Health,203,98000,0.016067932,0.0024690375,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Physician assistants
Bachelors,Health,569,60000,0.0501916866,0.0077125767,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Registered nurses
Bachelors,Health,252,59000,0.0236694749,0.0036371091,Healthcare practitioners and technical,Major: Miscellaneous health medical professions,Occ: Respiratory therapists
Bachelors,Health,163,38000,0.0169775116,0.0026088058,Healthcare support,Major: Miscellaneous health medical professions,"Occ: Nursing, psychiatric, and home health aides"
